Year,Incident cost,Description,Animal group,Property type,Property category,Service type,"Ward code
",Ward,Borough Code,Borough,Station,Postcode,Latitude,Longitude
2017,326,ASSIST RSPCA WITH CAT TRAPPED DOWN HOLE  RSPCA UNABLE TO ATTEND AT THIS TIME,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05009370,DALSTON,E09000012,HACKNEY,Stoke Newington,E8,NULL,NULL
2017,978,CAT STUCK IN ROOF SPACE,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000408,GROVE,E09000021,KINGSTON UPON THAMES,Surbiton,KT1,NULL,NULL
2017,326,CAT FALLEN FROM WINDOW - TRAPPED ON LEDGE,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05011475,Park Hill & Whitgift,E09000008,CROYDON,Croydon,CR0,NULL,NULL
2017,326,PIGEON STUCK IN NETTING IN TREE  OUTSIDE OF NUMBER 30,Bird,Woodland/forest - broadleaf/hardwood,Outdoor,Animal rescue from height,E05000133,FROGNAL AND FITZJOHNS,E09000007,CAMDEN,West Hampstead,NW3,51.5509012,-0.179974524
2017,326,CAT STUCK IN CHIMNEY,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000281,TOTTENHAM HALE,E09000014,HARINGEY,Tottenham,N17,NULL,NULL
2017,652,ASSIST RSPCA WITH CAT STUCK UP CHIMNEY    CALLED BY RSPCA INSPECTOR IN ATTENDANCE,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000259,PALACE RIVERSIDE,E09000013,HAMMERSMITH AND FULHAM,Fulham,SW6,NULL,NULL
2017,978,POSSIBLY INJURED DOG TRAPPED BEHIND FENCING - CALLER WILL ADVISE ON YOUR ARRIVAL,Dog,House - single occupancy,Dwelling,Animal rescue from below ground,E05000221,GLYNDON,E09000011,GREENWICH,Plumstead,SE18,NULL,NULL
2017,326,SMALL ANIMAL RESCUE,Dog,Animal harm outdoors,Outdoor,Other animal assistance,E05000476,BOLEYN,E09000025,NEWHAM,Plaistow,E13,51.53515839,0.035382841
2017,652,CAT TRAPPED IN ROOF VOID,Cat,Towing caravan/Camper van on site,Other Residential,Animal rescue from height,E05000203,JUBILEE,E09000010,ENFIELD,Edmonton,N9,51.63230515,-0.035831676
2017,326,CAT TRAPPED UP CHIMNEY,Cat,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Other animal assistance,E05000374,HILLRISE,E09000019,ISLINGTON,Holloway,N19,NULL,NULL
2017,326,CAT TRAPPED BEHIND DOOR,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000174,EALING COMMON,E09000009,EALING,Ealing,W5,NULL,NULL
2017,326,BIRD TRAPPED IN CHIMNEY,Bird,House - single occupancy,Dwelling,Other animal assistance,E05000214,ABBEY WOOD,E09000011,GREENWICH,Plumstead,SE2,NULL,NULL
2017,326,DOG WITH HEAD STUCK IN RAILINGS  IN PARK  CALLER WILL MEET YOU AND DIRECT,Dog,Park,Outdoor,Other animal assistance,E05000038,RIVER,E09000002,BARKING AND DAGENHAM,Dagenham,RM9,51.53840368,0.148397035
2017,326,CAT TRAPPED IN ROOF EXTENSION   NEXT TO,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000437,BELLINGHAM,E09000023,LEWISHAM,Beckenham,SE6,NULL,NULL
2017,326,SMALL ANIMAL RESCUE OPPOSIT THE FUR WREN RSPCA IN ATTENDANCE,Bird,Department Store,Non Residential,Animal rescue from height,E05011219,Bexleyheath,E09000004,BEXLEY,Bexley,DA7,51.45675039,0.147740748
2017,326,PUPPY WITH HEAD TRAPPED IN RACK,Dog,House - single occupancy,Dwelling,Other animal assistance,E05000450,PERRY VALE,E09000023,LEWISHAM,Forest Hill,SE23,NULL,NULL
2017,2282,ASSIST RSPCA WITH CAT IN CHIMNEY,Cat,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,E05000374,HILLRISE,E09000019,ISLINGTON,Holloway,N19,NULL,NULL
2017,326,SQUIRREL TRAPPED UNDER STAIRS,Squirrel,House - single occupancy,Dwelling,Other animal assistance,E05000126,SHORTLANDS,E09000006,BROMLEY,Bromley,BR2,NULL,NULL
2017,326,SMALL ANIMAL TRAPPED IN FIRE PLACE,Unknown - Wild Animal,House - single occupancy,Dwelling,Other animal assistance,E05011241,Cranbrook,E09000026,REDBRIDGE,Ilford,IG1,NULL,NULL
2017,326,ASSIST RSPCA WITH KITTEN TRAPPED INSIDE ABANDONED BUILDING,Cat,Playground/Recreation area (not equipment),Outdoor,Other animal assistance,E05000308,ELM PARK,E09000016,HAVERING,Dagenham,RM13,51.5417611,0.18621058
2017,326,KITTEN ON ROOF OF HOUSE,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05011472,Norbury & Pollards Hill,E09000008,CROYDON,Norbury,SW16,NULL,NULL
2017,326,DOG STUCK DOWN HOLE CALLER SAYS TO ENTER VIA THE CAMELOT,Dog,Golf course (not building on course),Outdoor,Animal rescue from below ground,E05011245,Hainault,E09000026,REDBRIDGE,Hainault,IG7,51.60617657,0.133484252
2017,326,CAT STUCK ON WALL TIE  THROUGH THE CATS LEG,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05011220,Blackfen & Lamorbey,E09000004,BEXLEY,Eltham,DA15,NULL,NULL
2017,326,DOG STUCK ON MARSH LAND  NEAR TO THE YAUGHT CLUB    CALL FROM RSPCA,Dog,Canal/riverbank vegetation,Outdoor,Other animal assistance,E05011231,Slade Green & Northend,E09000004,BEXLEY,Erith,DA8,51.47988829,0.202087677
2017,652,DOG TRAPPED IN FOX HOLE - MEET THE OWNER AT ROBIN HOOD GATE CAR PARK ACCESS OFF OF ROEHAMPTON VALE O,Dog,Animal harm outdoors,Outdoor,Animal rescue from below ground,E05000406,COOMBE HILL,E09000021,KINGSTON UPON THAMES,New Malden,SW15,51.43649886,-0.257702753
2017,652,CAT TRAPPED IN ROOF AREA,Cat,Secondary school,Non Residential,Animal rescue from height,E05000379,ST. MARY'S,E09000019,ISLINGTON,Islington,N7,51.54736234,-0.109717065
2017,326,BIRD TRAPPED IN NETTING  TALLY HO PUB  -    RSPCA INSPECTOR IN ATTENDANCE  -    VAN PARKED AT SIDE O,Bird,Pub/wine bar/bar,Non Residential,Animal rescue from height,E05000061,WEST FINCHLEY,E09000003,BARNET,Finchley,N12,51.61404506,-0.176424269
2017,326,CAT TRAPPED IN CAR ENGINE,Cat,Car,Road Vehicle,Other animal assistance,E05000354,HANWORTH PARK,E09000018,HOUNSLOW,Feltham,TW13,51.43444642,-0.392818458
2017,326,RUNNING CALL TO CAT STUCK ON A WINDOW SILL  E311 UNABLE TO ATTEND,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000450,PERRY VALE,E09000023,LEWISHAM,Forest Hill,SE23,NULL,NULL
2017,652,ASSIST RSPCA WITH CAT STUCK IN TREE (3 DAYS) APPROX 20M  ALP REQ,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000109,BROMLEY TOWN,E09000006,BROMLEY,Bromley,BR1,51.4144538,0.0036695
2017,326,SMALL ANIMAL RESCUE   PARROTT ON ROOF BELIEVED INJURED,Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000456,CANNON HILL,E09000024,MERTON,New Malden,SW20,NULL,NULL
2017,326,ASSIST RSPCA WITH TRAPPED SEAGULL ON BUILDING SITE  NEAR PIRATE CASTLE,Bird,Other outdoor location,Outdoor,Other animal assistance,E05000130,CAMDEN TOWN WITH PRIMROSE HILL,E09000007,CAMDEN,Kentish Town,NW1,51.54044793,-0.148118025
2017,326,THREE CATS TRAPPED UNDER FLOORBOARDS IN BATHROOM,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000179,HANGER HILL,E09000009,EALING,Ealing,W5,NULL,NULL
2017,1630,DOG STUCK ON ISLAND IN LARGE POND WATER RESCUE LEVEL 2  RVP DOCTOR JOHNSON AVENUE JUNCTION KILBURY R,Dog,Lake/pond/reservoir,Outdoor,Animal rescue from water,E05000611,BEDFORD,E09000032,WANDSWORTH,Tooting,SW17,51.43304946,-0.144795907
2017,326,CAT STUCK BETWEEN CONSERVATORY WALLS FOR  24 HOURS,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000521,HAMPTON NORTH,E09000027,RICHMOND UPON THAMES,Twickenham,TW12,NULL,NULL
2017,326,PIGEON DANGLING IN TREE WITH WIRE ROUND FOOT CALLER AT FLAT 31 WHO WILL DIRECT YOU,Bird,Tree scrub,Outdoor,Animal rescue from height,E05000408,GROVE,E09000021,KINGSTON UPON THAMES,Surbiton,KT6,51.39781919,-0.30908587
2017,326,FOX TRAPPED UNDER BUILDING,Fox,House - single occupancy,Dwelling,Animal rescue from below ground,E05011244,Goodmayes,E09000026,REDBRIDGE,Ilford,IG3,NULL,NULL
2017,326,JACK RUSSELL DOG  STUCK IN FOX HOLE        BONNER GATE     BY THE LAKE   OPPOSITE THE PAGODA,Dog,Canal/riverbank vegetation,Outdoor,Animal rescue from below ground,E05009320,BOW WEST,E09000030,TOWER HAMLETS,Bethnal Green,E9,51.53436057,-0.045124845
2017,326,BADGER TRAPPED IN STORM DRAIN - RSPCA IN CAR PARK TO REAR OF KEW GARDENS - ACCESS VIA FERRY LANE,Unknown - Wild Animal,Scrub land,Outdoor,Other animal assistance,E05000524,KEW,E09000027,RICHMOND UPON THAMES,Richmond,TW9,51.47904833,-0.298494228
2017,978,LARGE ANIMAL RESCUE     HORSE TRAPPED BETWEEN TREES       ADDITIONAL FRU WITH LARGE ANIMAL RESCUE CA,Horse,Animal harm outdoors,Outdoor,Other animal assistance,E05011230,Sidcup,E09000004,BEXLEY,Sidcup,DA14,51.41495826,0.107697977
2017,326,DOG STUCK IN WATER  BRIDGE 198,Dog,River/canal,Outdoor,Animal rescue from water,E05000325,BOTWELL,E09000017,HILLINGDON,Hayes,UB3,51.50894436,-0.4330557
2017,326,"DOG STUCK UNDER FENCE NEAR RAILWAY LINE CALLER IN FIELD NEAR SCHOOL, HE SAYS ACCESS VIA PERRYMANS FA",Dog,Fence,Outdoor Structure,Other animal assistance,E05011234,Aldborough,E09000026,REDBRIDGE,Ilford,IG2,51.5788581,0.089365834
2017,326,CAT TRAPPED BETWEEN WALLS   BETWEEN 108 AND 110   .,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000099,QUEENSBURY,E09000005,BRENT,Stanmore,HA8,NULL,NULL
2017,326,CAT TRAPPED ON ROOF OF NUMBER 2  RSPCA ON SCENE - PETER,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000520,HAMPTON,E09000027,RICHMOND UPON THAMES,Twickenham,TW12,NULL,NULL
2017,326,ASSIST RSPCA WITH FOX TRAPPED IN WIRE,Fox,Animal harm outdoors,Outdoor,Other animal assistance,E05011223,Crook Log,E09000004,BEXLEY,Bexley,DA7,51.4633357,0.132832936
2017,326,ASSIST RSPCA WITH CAT STUCK UP TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000283,WHITE HART LANE,E09000014,HARINGEY,Tottenham,N17,51.60355645,-0.089190115
2017,326,DISTRESSED DOG IN PRECARIOUS POSITION,Dog,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Animal rescue from height,E05000100,STONEBRIDGE,E09000005,BRENT,Wembley,NW10,NULL,NULL
2017,326,ASSIST RSPCA WITH A CROW 30FT UP IN A TREE CALLED BY RSCPA,Bird,Tree scrub,Outdoor,Animal rescue from height,E05011103,Goose Green,E09000028,SOUTHWARK,Peckham,SE22,51.45536139,-0.070223696
2017,326,RUNNING CALL F301  CAT IN PRECARIOUS POSITION NO FURTHER BRIGADE REQUIRED,Cat,Animal harm outdoors,Outdoor,Other animal assistance,E05000590,CANN HALL,E09000031,WALTHAM FOREST,Leytonstone,E11,51.56071829,0.008650582
2017,326,CAT TRAPPED INSIDE CAR ENGINE,Cat,Van,Road Vehicle,Other animal assistance,E05000647,WARWICK,E09000033,WESTMINSTER,Lambeth,SW1V,51.49303806,-0.144681921
2017,326,KITTEN TRAPPED BETWEEN FLATS AND GARAGE,Cat,Hedge,Outdoor,Other animal assistance,E05000086,BARNHILL,E09000005,BRENT,Wembley,HA9,51.56272894,-0.265059026
2017,978,CAT TRAPPED IN CAR ENGINE,Cat,Car,Road Vehicle,Other animal assistance,E05011240,Clementswood,E09000026,REDBRIDGE,Ilford,IG1,51.55492624,0.072256712
2017,328,BIRD TRAPPED BEHIND RADIATOR,Bird,House - single occupancy,Dwelling,Other animal assistance,E05000337,PINKWELL,E09000017,HILLINGDON,Hayes,UB3,NULL,NULL
2017,328,DOG WITH HEAD TRAPPED UNDER WOODEN GATE   IN BACK GARDEN   NO 3,Dog,Fence,Outdoor Structure,Other animal assistance,E05000345,YIEWSLEY,E09000017,HILLINGDON,Hillingdon,UB8,51.52039026,-0.446485773
2017,328,CAT TRAPPED ON BALCONY    FALLEN TWO FLOORS,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000212,UPPER EDMONTON,E09000010,ENFIELD,Edmonton,N18,NULL,NULL
2017,328,ASSIST RSPCA WITH FOX STUCK ON LEDGE    AT SIDE OF STREAM,Fox,Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,E05000615,FURZEDOWN,E09000032,WANDSWORTH,Mitcham,SW16,51.42002626,-0.149825045
2017,328,"ASSIST RSPCA WITH SMALL ANIMAL RESCUE      RSPCA INSPECTOR ON SCENE, ASSIST WITH A DUCK TANGLED IN A",Bird,Tree scrub,Outdoor,Other animal assistance,E05000120,KELSEY AND EDEN PARK,E09000006,BROMLEY,Beckenham,BR3,51.40060749,-0.019780463
2017,328,KITTEN STUCK IN CAGE,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000486,GREEN STREET WEST,E09000025,NEWHAM,Stratford,E7,NULL,NULL
2017,328,ASSIST RSPCA OFFICER IN EXTRACTING CAT FROM CAR ENGINE,Cat,Van,Road Vehicle,Other animal assistance,E05000310,GOOSHAYS,E09000016,HAVERING,Harold Hill,RM3,51.60488694,0.240334171
2017,328,RUNNING CALL CAT UP TREE,Cat,Playground/Recreation area (not equipment),Outdoor,Animal rescue from height,E05000602,LARKSWOOD,E09000031,WALTHAM FOREST,Chingford,E4,51.60901865,-0.007806957
2017,328,RUNNING CALL FROM H271 TO CAT TRAPPED ON ROOF REQUEST RSPCA,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000617,LATCHMERE,E09000032,WANDSWORTH,Battersea,SW11,NULL,NULL
2017,328,RUNNING CALL   BIRD TRAPPED IN GUTTER A301 ATTENDING NO FUTHER ATTENDANCE REQUIRED,Bird,Church/Chapel,Non Residential,Animal rescue from height,E05000379,ST. MARY'S,E09000019,ISLINGTON,Islington,N1,51.54040541,-0.102131634
2017,328,CAT STUCK UP A TREE     CALLED FROM RSPCA,Cat,Animal harm outdoors,Outdoor,Animal rescue from height,E05000267,BOUNDS GREEN,E09000014,HARINGEY,Hornsey,N22,51.604188,-0.113756342
2017,328,RUNNING CALL TO CAT STUCK UP TREE,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000226,PLUMSTEAD,E09000011,GREENWICH,Plumstead,SE18,51.48678734,0.093019416
2017,328,CAT BEEN STUCK UP TREE FOR 3 DAYS,Cat,Tree scrub,Outdoor,Animal rescue from height,E05011252,South Woodford,E09000026,REDBRIDGE,Woodford,E18,51.59412752,0.030985975
2017,328,CAT STUCK IN TREE     RSPCA INSPECTOR ON SCENE,Cat,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from height,E05000174,EALING COMMON,E09000009,EALING,Acton,W5,51.51189514,-0.289617958
2017,328,DOG IN RIVER THAMES     JO  UPPER MALL,Dog,Bridge,Outdoor Structure,Animal rescue from water,E05000516,BARNES,E09000027,RICHMOND UPON THAMES,Hammersmith,W6,51.48777165,-0.231032556
2017,328,CAT TRAPPED UNDER SINK AND BEHIND WALL,Cat,House - single occupancy,Dwelling,Other animal assistance,E05009398,NORLAND,E09000020,KENSINGTON AND CHELSEA,North Kensington,W11,NULL,NULL
2017,328,DOG WITH HEAD STUCK IN RAILINGS   BY ISLAND GARDENS STATION   OWNER IS ON SCENE,Dog,"Grassland, pasture, grazing etc ",Outdoor,Other animal assistance,E05009324,ISLAND GARDENS,E09000030,TOWER HAMLETS,Millwall,E14,51.4886454,-0.010609613
2017,328,PIGEON CAUGHT ON WIRE       FOUTH FLOOR LEVEL     CHILD CALLER WILL REMAIN ON SCENE TO DIERECT BRIGA,Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05000642,QUEEN'S PARK,E09000033,WESTMINSTER,North Kensington,W10,NULL,NULL
2017,328,SQUIRRELL TRAPPED APPROX 4M HIGH ON WALL,Squirrel,House - single occupancy,Dwelling,Other animal assistance,E05000296,MARLBOROUGH,E09000015,HARROW,Stanmore,HA3,NULL,NULL
2017,328,DOG WITH HEAD STUCK IN GATE,Dog,House - single occupancy,Dwelling,Other animal assistance,E05011474,Old Coulsdon,E09000008,CROYDON,Purley,CR5,NULL,NULL
2017,328,RCA TO PARROT IN PRECARIOUS POSITION  BELIEVED TO BE INJURED    NO FURTHER BRIGADE ASSISTANCE REQUIR,Bird,Domestic garden (vegetation not equipment),Outdoor,Other animal assistance,E05000411,ST. JAMES,E09000021,KINGSTON UPON THAMES,New Malden,KT3,51.39461181,-0.257728052
2017,328,"DOG TRAPPED ON ROOF DOG HAS JUMPED FROM A BALCONY, ONTO A SLOPING ROOF, 3 FLOORS UP",Dog,Converted Flat/Maisonettes - 3 or more storeys,Dwelling,Other animal assistance,E05000132,FORTUNE GREEN,E09000007,CAMDEN,West Hampstead,NW2,NULL,NULL
2017,328,PIGEON CAUGHT IN METAL NETTING   OPPOSITE 334 - 338 CALLER IS IN THIS SHOP,Bird,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000369,CANONBURY,E09000019,ISLINGTON,Islington,N1,NULL,NULL
2017,328,ASSIST RSPCA WITH CAT STUCK ON BALCONY,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Animal rescue from height,E05000142,REGENT'S PARK,E09000007,CAMDEN,Euston,NW1,NULL,NULL
2017,1312,HORSE TRAPPED IN SWAMP   LEVEL TWO WATER RESCUE IMPLEMENTED THIS IS AT JENKINS LANE REJOINING THE A1,Horse,Canal/riverbank vegetation,Outdoor,Other animal assistance,E05000475,BECKTON,E09000025,NEWHAM,Barking,IG11,51.5253655,0.076407294
2017,328,HORSE TRAPPED ON STABLE DOOR PASSED CALL X KENT FRS,Horse,Other agricultural building,Non Residential,Animal rescue from height,E05000117,DARWIN,E09000006,BROMLEY,Biggin Hill,TN16,51.31521776,0.046829442
2017,328,CAT TRAPPED BETWEEN GUTTERING ON WALL AND ROOF,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000061,WEST FINCHLEY,E09000003,BARNET,Finchley,N3,NULL,NULL
2017,1640,CAT CAUGHT IN AXLE OF CAR FRU REQUESTED FROM SCENE,Cat,Car,Road Vehicle,Other animal assistance,E05000621,ROEHAMPTON AND PUTNEY HEATH,E09000032,WANDSWORTH,Wandsworth,SW15,51.45069015,-0.241489599
2017,328,CAT TRAPPED UNDER FLOORBOARDS,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000477,CANNING TOWN NORTH,E09000025,NEWHAM,Plaistow,E16,NULL,NULL
2017,328,ASSIST RSPCA WITH CAT IN TREE,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000606,MARKHOUSE,E09000031,WALTHAM FOREST,Walthamstow,E17,NULL,NULL
2017,656,RUNNING CALL TO STRAY MALNOURISHED DOG,Dog,Fire station,Non Residential,Other animal assistance,E05000286,CANONS,E09000015,HARROW,Stanmore,HA7,51.60367148,-0.297650869
2017,328,BIRD TRAPPED IN CHIMNEY,Bird,House - single occupancy,Dwelling,Animal rescue from below ground,E05000253,COLLEGE PARK AND OLD OAK,E09000013,HAMMERSMITH AND FULHAM,Acton,W12,NULL,NULL
2017,328,HORSE TRAPPED  INSIDE HORSE BOX TRPPED UNDER PARTITION UNDER ANOTHER HORSE,Horse,Trailer (not attached to tractor unit),Road Vehicle,Animal rescue from water,E05000286,CANONS,E09000015,HARROW,Stanmore,HA7,51.63142938,-0.317461895
2017,328,CAT TRAPPED BETWEEN WALLS,Cat,House - single occupancy,Dwelling,Other animal assistance,E05011224,East Wickham,E09000004,BEXLEY,Bexley,DA16,NULL,NULL
2017,328,SMALL ANIMAL RESCUE      FOX TRAPPED IN BASEMENT   REQUESTED BY RSPCA,Fox,Domestic garden (vegetation not equipment),Outdoor,Animal rescue from below ground,E05000260,PARSONS GREEN AND WALHAM,E09000013,HAMMERSMITH AND FULHAM,Fulham,SW6,51.47417866,-0.194694631
2017,328,DISTRESSED CAT STUCK ON ROOF TWO STOREY BUILDING,Cat,Purpose built office,Non Residential,Animal rescue from height,E05000258,NORTH END,E09000013,HAMMERSMITH AND FULHAM,Fulham,W14,51.48580375,-0.203324401
2017,328,SMALL ANIMAL RESCUE   BIRD TRAPPED INSIDE BEDROOM OF DISABLED OCCUPIER,Bird,House - single occupancy,Dwelling,Animal rescue from height,E05000044,BURNT OAK,E09000003,BARNET,Stanmore,HA8,NULL,NULL
2017,328,CAT STUCK ON WALL     CALLED BY RSPCA INSPECTOR DEW   WHO IS ON SCENE,Cat,Other outdoor structures,Outdoor Structure,Animal rescue from height,E05009320,BOW WEST,E09000030,TOWER HAMLETS,Bethnal Green,E3,51.52922978,-0.031907613
2017,328,3 PIGEONS TRAPPED IN NETTING  UNDER THE RAILWAY BRIDGE - JUNCTION OF BRIGHTON ROAD,Bird,Bridge,Outdoor Structure,Animal rescue from height,E05011476,Purley & Woodcote,E09000008,CROYDON,Purley,CR5,51.32571736,-0.128792167
2017,328,CAT PHYSICALLY TRAPPED IN BETWEEN NUMBER 201 AND 203,Cat,Private Garden Shed,Non Residential,Other animal assistance,E05000087,BRONDESBURY PARK,E09000005,BRENT,Willesden,NW10,51.53902374,-0.223507538
2017,328,CAT TRAPPED BEHIND WALL,Cat,Veterinary surgery,Non Residential,Other animal assistance,E05009370,DALSTON,E09000012,HACKNEY,Homerton,E8,51.5459251,-0.070099935
2017,656,PUPPY TRAPPED IN DRAIN,Dog,House - single occupancy,Dwelling,Animal rescue from water,E05000445,GROVE PARK,E09000023,LEWISHAM,Lee Green,SE12,NULL,NULL
2017,328,KITTEN TRAPPED IN ROOM,Cat,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Other animal assistance,E05009332,SHADWELL,E09000030,TOWER HAMLETS,Shadwell,E1W,NULL,NULL
2017,328,RSPCA IN ATTENDANCE - CAT UP A TREE - 3 DAYS,Cat,Tree scrub,Outdoor,Animal rescue from height,E05000170,ACTON CENTRAL,E09000009,EALING,Acton,W3,51.508499,-0.264714143
2017,328,ASSIST RSPCA - FOX TRYING TO SWIM IN BRENT STREAM AND STRANDED ON BRICKS IN WATER     MEET RSPCA OFF,Fox,River/canal,Outdoor,Animal rescue from water,E05000085,ALPERTON,E09000005,BRENT,Wembley,HA0,51.53383306,-0.298643128
2017,328,PUPPY WITH HEAD STUCK IN CHAIR,Dog,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000429,STOCKWELL,E09000022,LAMBETH,Clapham,SW4,NULL,NULL
2017,328,ASSIST RSPCA OFFICER TO RECOVER DUCKLINGS FROM A DRAIN,Bird,Infant/Primary school,Non Residential,Other animal assistance,E05000063,WOODHOUSE,E09000003,BARNET,Finchley,N3,51.60023107,-0.17689101
2017,328,CAT STUCK IN TREE - POSSIBLY INJURED,Cat,Woodland/forest - conifers/softwood,Outdoor,Animal rescue from height,E05000052,GARDEN SUBURB,E09000003,BARNET,West Hampstead,NW11,51.57149826,-0.175616641
2017,328,ASSIST RSPCA WITH TRAPPED PIDGEON,Pigeon,House - single occupancy,Dwelling,Other animal assistance,E05011471,New Addington South,E09000008,CROYDON,Addington,CR0,NULL,NULL
2017,328,ASSIST RSPCA INSPECTOR WITH A PIGEON TRAPPED IN NETTING,Bird,Animal harm outdoors,Outdoor,Animal rescue from height,E05000270,FORTIS GREEN,E09000014,HARINGEY,Hornsey,N10,51.59179292,-0.141713995
2017,328,CAT POSSIBLY TRAPPED BEHIND SHED,Cat,House - single occupancy,Dwelling,Other animal assistance,E05000460,FIGGE'S MARSH,E09000024,MERTON,Mitcham,CR4,NULL,NULL
2017,328,DOG TRAPPED DOWN STORM DRAIN,Dog,Park,Outdoor,Other animal assistance,E05000120,KELSEY AND EDEN PARK,E09000006,BROMLEY,Beckenham,BR3,51.4026993,-0.022234892
2017,328,CAT TRAPPED IN AN AREA WITHIN THE SCHOOL CALLER WILL MEET BRIGADE,Cat,Secondary school,Non Residential,Other animal assistance,E05009383,SPRINGFIELD,E09000012,HACKNEY,Stoke Newington,N16,51.57430612,-0.076129355
2017,328,CAT STUCK ON ROOF COULD POSSIBLY FALL ONTO RAILINGS,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000261,RAVENSCOURT PARK,E09000013,HAMMERSMITH AND FULHAM,Hammersmith,W6,NULL,NULL
2017,328,RUNNING CALL TO CAT STUCK IN TREE BEING ATTACKED BY BIRDS  A431 ATTENDING   NO FURTHER ATTENDENCE RE,Cat,Heathland,Outdoor,Animal rescue from height,E05000135,HAMPSTEAD TOWN,E09000007,CAMDEN,Kentish Town,NW3,51.55846683,-0.166299173
2017,656,PIGEON TRAPPED ON BALCONY,Bird,Purpose Built Flats/Maisonettes - 4 to 9 storeys,Dwelling,Animal rescue from height,E05000621,ROEHAMPTON AND PUTNEY HEATH,E09000032,WANDSWORTH,Wandsworth,SW15,NULL,NULL
2017,328,DISTRESSED CAT TRAPPED BEHIND LOCKED DOOR,Cat,Purpose Built Flats/Maisonettes - Up to 3 storeys,Dwelling,Other animal assistance,E05000091,HARLESDEN,E09000005,BRENT,Willesden,NW10,NULL,NULL
2017,328,PIGEON TRAPPED BEHIND FIREPLACE,Bird,House - single occupancy,Dwelling,Other animal assistance,E05000038,RIVER,E09000002,BARKING AND DAGENHAM,Dagenham,RM9,NULL,NULL
2017,328,DEER STUCK IN RAILINGS THIS IS AT THE JUNCTION OF ELMFIELD WAY,Deer,Heathland,Outdoor,Other animal assistance,E05011484,South Croydon,E09000008,CROYDON,Croydon,CR2,51.35174108,-0.084159241
2017,328,RING NECKED PARAKEET TRAPPED IN TREE,Bird,Community centre/Hall,Non Residential,Animal rescue from height,E05000174,EALING COMMON,E09000009,EALING,Ealing,W5,51.50712334,-0.304091462
2017,328,DEER TRAPPED IN RAILINGS,Deer,Road surface/pavement,Outdoor,Other animal assistance,E05000200,GRANGE,E09000010,ENFIELD,Edmonton,N21,51.63787801,-0.085159881
2017,328,PIGEON TRAPPED IN NETTING  ASSISTING RSPCA,Bird,Pub/wine bar/bar,Non Residential,Animal rescue from height,E05000438,BLACKHEATH,E09000023,LEWISHAM,Lee Green,SE12,51.45691585,0.01117073
2017,328,BIRD TRAPPED IN CHIMNEY,Bird,House - single occupancy,Dwelling,Other animal assistance,E05011229,St. Mary's & St. James,E09000004,BEXLEY,Sidcup,DA14,NULL,NULL
2017,328,CAT WITH HEAD  TRAPPED IN FIRST FLOOR WINDOW    REAR OF PREMISES          OCCUPIERS NOT IN   SEEN BY,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000356,HESTON EAST,E09000018,HOUNSLOW,Heston,TW5,NULL,NULL
2017,328,RUNNING CALL TO  CAT STUCK UP TREE,Cat,House - single occupancy,Dwelling,Animal rescue from height,E05000365,TURNHAM GREEN,E09000018,HOUNSLOW,Chiswick,W4,NULL,NULL
